id,code,incident_id,incident_code,technicien_id,technicien_nom,technicien_matricule,secteur_id,secteur_nom,severite,statut,date_creation,date_assignation,date_resolution,duree_intervention_min,distance_km,note_intervention,statut_terrain,date_arrivee_site,date_debut_intervention,date_fin_intervention,pause_prise,pause_debut_terrain,pause_fin_terrain,cause_incomplete,contraintes,updated_by,historique_statuts
135,TKT-00135,155,INC-202605-0155,24,Ghita BENMOUSSA,TECH-024,7,Meknès,MAJEUR,FERME,2026-05-24T05:34:34.754412,2026-05-24T05:45:34.754412,2026-05-24T07:28:34.754412,127,1.98,4.5,COMPLETE,2026-05-24T06:09:34.754412,2026-05-24T06:21:34.754412,2026-05-24T08:28:34.754412,True,13:00,14:00,,"[""Dependance fournisseur externe""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-05-24T05:34:34.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-05-24T05:45:34.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-05-24T06:09:34.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-24T06:21:34.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-05-24T08:21:34.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-24T09:21:34.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-05-24T08:28:34.754412""}]"
136,TKT-00136,156,INC-202602-0156,18,Loubna NACIRI,TECH-018,4,Fès,MINEUR,RESOLU,2026-02-12T22:28:34.754412,2026-02-12T22:41:34.754412,2026-02-12T22:37:34.754412,25,25.61,4.7,COMPLETE,2026-02-12T23:11:34.754412,2026-02-12T23:22:34.754412,2026-02-12T23:47:34.754412,False,,,,[],TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-02-12T22:28:34.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-02-12T22:41:34.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-02-12T23:11:34.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-12T23:22:34.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-02-12T23:47:34.754412""}]"
137,TKT-00137,157,INC-202601-0157,13,Rachid SQALLI,TECH-013,4,Fès,CRITIQUE,FERME,2026-01-10T16:24:38.754412,2026-01-10T16:35:38.754412,2026-01-10T21:03:38.754412,305,8.42,4.3,COMPLETE,2026-01-10T16:55:38.754412,2026-01-10T17:05:38.754412,2026-01-10T22:10:38.754412,True,13:00,14:00,,"[""Necessite coupure reseau planifiee""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-01-10T16:24:38.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-01-10T16:35:38.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-01-10T16:55:38.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-10T17:05:38.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-01-10T19:05:38.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-10T20:05:38.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-01-10T22:10:38.754412""}]"
138,TKT-00138,159,INC-202604-0159,23,Adil REGRAGUI,TECH-023,9,Kenitra,MAJEUR,FERME,2026-04-03T21:30:02.754412,2026-04-03T21:32:02.754412,2026-04-03T22:35:02.754412,75,11.88,4.6,COMPLETE,2026-04-03T22:07:02.754412,2026-04-03T22:18:02.754412,2026-04-03T23:33:02.754412,False,,,,"[""Intervention nocturne requise""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-04-03T21:30:02.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-04-03T21:32:02.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-04-03T22:07:02.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-03T22:18:02.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-04-03T23:33:02.754412""}]"
139,TKT-00139,160,INC-202605-0160,24,Ghita BENMOUSSA,TECH-024,7,Meknès,MAJEUR,RESOLU,2026-05-07T05:26:26.754412,2026-05-07T05:29:26.754412,2026-05-07T07:44:26.754412,146,14.74,3.9,COMPLETE,2026-05-07T05:42:26.754412,2026-05-07T05:49:26.754412,2026-05-07T08:15:26.754412,True,13:00,14:00,,"[""Necessite coupure reseau planifiee""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-05-07T05:26:26.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-05-07T05:29:26.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-05-07T05:42:26.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-07T05:49:26.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-05-07T07:49:26.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-07T08:49:26.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-05-07T08:15:26.754412""}]"
140,TKT-00140,161,INC-202601-0161,8,Nadia FILALI,TECH-008,6,Agadir,MINEUR,RESOLU,2026-01-11T12:53:41.754412,2026-01-11T13:00:41.754412,2026-01-11T13:54:41.754412,85,29.22,2.8,COMPLETE,2026-01-11T13:32:41.754412,2026-01-11T13:46:41.754412,2026-01-11T15:11:41.754412,False,,,,"[""Intervention nocturne requise"", ""Zone a acces restreint""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-01-11T12:53:41.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-01-11T13:00:41.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-01-11T13:32:41.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-11T13:46:41.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-01-11T15:11:41.754412""}]"
141,TKT-00141,163,INC-202603-0163,10,Sara LAHLOU,TECH-010,5,Tanger,MINEUR,FERME,2026-03-14T17:23:01.754412,2026-03-14T17:31:01.754412,2026-03-14T18:23:01.754412,78,21.28,4.2,COMPLETE,2026-03-14T17:43:01.754412,2026-03-14T17:49:01.754412,2026-03-14T19:07:01.754412,False,,,,"[""Coordination avec equipe reseau requise"", ""Acces difficile (hauteur / espace confine)""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-03-14T17:23:01.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-03-14T17:31:01.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-03-14T17:43:01.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-14T17:49:01.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-03-14T19:07:01.754412""}]"
142,TKT-00142,164,INC-202604-0164,16,Houda KETTANI,TECH-016,5,Tanger,MINEUR,EN_COURS,2026-04-01T22:16:20.754412,2026-04-01T22:25:20.754412,,,4.89,,SUR_SITE,2026-04-01T22:41:20.754412,2026-04-01T22:52:20.754412,,True,13:00,14:00,,"[""Zone a acces restreint"", ""Dependance fournisseur externe""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-04-01T22:16:20.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-04-01T22:25:20.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-04-01T22:41:20.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-01T22:52:20.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-04-02T00:52:20.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-02T01:52:20.754412""}]"
143,TKT-00143,165,INC-202604-0165,15,Bilal MRANI,TECH-015,9,Kenitra,MINEUR,FERME,2026-04-02T14:20:05.754412,2026-04-02T14:35:05.754412,2026-04-02T15:03:05.754412,68,5.38,4.4,COMPLETE,2026-04-02T14:55:05.754412,2026-04-02T15:08:05.754412,2026-04-02T16:16:05.754412,False,,,,"[""Intervention nocturne requise""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-04-02T14:20:05.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-04-02T14:35:05.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-04-02T14:55:05.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-02T15:08:05.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-04-02T16:16:05.754412""}]"
144,TKT-00144,166,INC-202603-0166,8,Nadia FILALI,TECH-008,6,Agadir,MINEUR,RESOLU,2026-03-12T20:30:27.754412,2026-03-12T20:35:27.754412,2026-03-12T21:43:27.754412,88,12.4,3.1,COMPLETE,2026-03-12T20:48:27.754412,2026-03-12T21:01:27.754412,2026-03-12T22:29:27.754412,False,,,,"[""Zone a acces restreint"", ""Dependance fournisseur externe""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-03-12T20:30:27.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-03-12T20:35:27.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-03-12T20:48:27.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-12T21:01:27.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-03-12T22:29:27.754412""}]"
145,TKT-00145,167,INC-202512-0167,27,Tariq BENSLIMANE,TECH-027,8,Oujda,MAJEUR,FERME,2025-12-07T02:51:05.754412,2025-12-07T03:01:05.754412,2025-12-07T04:40:05.754412,139,4.0,3.7,COMPLETE,2025-12-07T03:39:05.754412,2025-12-07T03:45:05.754412,2025-12-07T06:04:05.754412,True,13:00,14:00,,"[""Coordination avec equipe reseau requise""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2025-12-07T02:51:05.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2025-12-07T03:01:05.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2025-12-07T03:39:05.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2025-12-07T03:45:05.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2025-12-07T05:45:05.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2025-12-07T06:45:05.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2025-12-07T06:04:05.754412""}]"
146,TKT-00146,168,INC-202603-0168,10,Sara LAHLOU,TECH-010,5,Tanger,MAJEUR,RESOLU,2026-03-27T05:21:00.754412,2026-03-27T05:28:00.754412,2026-03-27T07:22:00.754412,138,23.86,4.9,COMPLETE,2026-03-27T05:40:00.754412,2026-03-27T05:53:00.754412,2026-03-27T08:11:00.754412,True,13:00,14:00,,[],ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-03-27T05:21:00.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-03-27T05:28:00.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-03-27T05:40:00.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-27T05:53:00.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-03-27T07:53:00.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-27T08:53:00.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-03-27T08:11:00.754412""}]"
147,TKT-00147,169,INC-202601-0169,25,Ilyas IDRISSI,TECH-025,10,Tétouan,CRITIQUE,FERME,2026-01-24T10:38:45.754412,2026-01-24T10:42:45.754412,2026-01-24T17:51:45.754412,455,24.59,4.6,COMPLETE,2026-01-24T11:21:45.754412,2026-01-24T11:31:45.754412,2026-01-24T19:06:45.754412,True,13:00,14:00,,[],ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-01-24T10:38:45.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-01-24T10:42:45.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-01-24T11:21:45.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-24T11:31:45.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-01-24T13:31:45.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-24T14:31:45.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-01-24T19:06:45.754412""}]"
148,TKT-00148,170,INC-202603-0170,21,Soufiane ZEMMOURI,TECH-021,3,Marrakech,CRITIQUE,RESOLU,2026-03-27T04:41:00.754412,2026-03-27T04:52:00.754412,2026-03-27T11:19:00.754412,425,22.9,3.1,COMPLETE,2026-03-27T05:25:00.754412,2026-03-27T05:37:00.754412,2026-03-27T12:42:00.754412,True,13:00,14:00,,[],ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-03-27T04:41:00.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-03-27T04:52:00.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-03-27T05:25:00.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-27T05:37:00.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-03-27T07:37:00.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-27T08:37:00.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-03-27T12:42:00.754412""}]"
149,TKT-00149,172,INC-202604-0172,24,Ghita BENMOUSSA,TECH-024,7,Meknès,CRITIQUE,FERME,2026-04-18T21:53:54.754412,2026-04-18T22:06:54.754412,2026-04-19T00:24:54.754412,176,26.96,3.7,COMPLETE,2026-04-18T22:34:54.754412,2026-04-18T22:47:54.754412,2026-04-19T01:43:54.754412,True,13:00,14:00,,"[""Acces difficile (hauteur / espace confine)"", ""Intervention nocturne requise""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-04-18T21:53:54.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-04-18T22:06:54.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-04-18T22:34:54.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-18T22:47:54.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-04-19T00:47:54.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-19T01:47:54.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-04-19T01:43:54.754412""}]"
150,TKT-00150,173,INC-202602-0173,11,Mehdi MOUSSAOUI,TECH-011,1,Grand Casablanca,CRITIQUE,RESOLU,2026-02-23T04:41:31.754412,2026-02-23T04:51:31.754412,2026-02-23T07:45:31.754412,197,13.98,4.5,COMPLETE,2026-02-23T05:13:31.754412,2026-02-23T05:21:31.754412,2026-02-23T08:38:31.754412,True,13:00,14:00,,"[""Manque d outillage specifique""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-02-23T04:41:31.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-02-23T04:51:31.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-02-23T05:13:31.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-23T05:21:31.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-02-23T07:21:31.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-23T08:21:31.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-02-23T08:38:31.754412""}]"
151,TKT-00151,174,INC-202605-0174,24,Ghita BENMOUSSA,TECH-024,7,Meknès,CRITIQUE,RESOLU,2026-05-03T08:56:01.754412,2026-05-03T09:03:01.754412,2026-05-03T16:40:01.754412,493,19.92,4.9,COMPLETE,2026-05-03T09:15:01.754412,2026-05-03T09:30:01.754412,2026-05-03T17:43:01.754412,True,13:00,14:00,,"[""Dependance fournisseur externe""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-05-03T08:56:01.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-05-03T09:03:01.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-05-03T09:15:01.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-03T09:30:01.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-05-03T11:30:01.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-03T12:30:01.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-05-03T17:43:01.754412""}]"
152,TKT-00152,175,INC-202604-0175,16,Houda KETTANI,TECH-016,5,Tanger,MINEUR,FERME,2026-04-25T18:09:04.754412,2026-04-25T18:18:04.754412,2026-04-25T20:37:04.754412,153,23.54,4.8,COMPLETE,2026-04-25T18:31:04.754412,2026-04-25T18:44:04.754412,2026-04-25T21:17:04.754412,True,13:00,14:00,,"[""Dependance fournisseur externe"", ""Necessite coupure reseau planifiee""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-04-25T18:09:04.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-04-25T18:18:04.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-04-25T18:31:04.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-25T18:44:04.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-04-25T20:44:04.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-25T21:44:04.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-04-25T21:17:04.754412""}]"
153,TKT-00153,176,INC-202603-0176,19,Omar FASSI,TECH-019,2,Rabat-Salé,MINEUR,FERME,2026-03-22T18:53:22.754412,2026-03-22T18:55:22.754412,2026-03-22T19:55:22.754412,71,29.4,4.8,COMPLETE,2026-03-22T19:29:22.754412,2026-03-22T19:44:22.754412,2026-03-22T20:55:22.754412,False,,,,"[""Dependance fournisseur externe"", ""Intervention nocturne requise""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-03-22T18:53:22.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-03-22T18:55:22.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-03-22T19:29:22.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-22T19:44:22.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-03-22T20:55:22.754412""}]"
154,TKT-00154,177,INC-202602-0177,23,Adil REGRAGUI,TECH-023,9,Kenitra,MINEUR,RESOLU,2026-02-02T19:17:39.754412,2026-02-02T19:23:39.754412,2026-02-02T20:22:39.754412,82,12.68,4.3,COMPLETE,2026-02-02T19:51:39.754412,2026-02-02T20:03:39.754412,2026-02-02T21:25:39.754412,False,,,,[],ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-02-02T19:17:39.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-02-02T19:23:39.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-02-02T19:51:39.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-02T20:03:39.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-02-02T21:25:39.754412""}]"
155,TKT-00155,178,INC-202604-0178,16,Houda KETTANI,TECH-016,5,Tanger,MINEUR,RESOLU,2026-04-14T03:02:37.754412,2026-04-14T03:14:37.754412,2026-04-14T03:28:37.754412,53,6.69,4.3,COMPLETE,2026-04-14T03:59:37.754412,2026-04-14T04:14:37.754412,2026-04-14T05:07:37.754412,False,,,,[],ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-04-14T03:02:37.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-04-14T03:14:37.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-04-14T03:59:37.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-14T04:14:37.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-04-14T05:07:37.754412""}]"
156,TKT-00156,179,INC-202601-0179,4,Amina CHRAIBI,TECH-004,8,Oujda,MINEUR,EN_COURS,2026-01-20T18:07:48.754412,2026-01-20T18:18:48.754412,,,14.67,,EN_COURS,2026-01-20T18:39:48.754412,2026-01-20T18:52:48.754412,,True,13:00,14:00,,"[""Necessite coupure reseau planifiee""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-01-20T18:07:48.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-01-20T18:18:48.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-01-20T18:39:48.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-20T18:52:48.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-01-20T20:52:48.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-20T21:52:48.754412""}]"
157,TKT-00157,180,INC-202601-0180,25,Ilyas IDRISSI,TECH-025,10,Tétouan,MAJEUR,EN_COURS,2026-01-30T16:16:07.754412,2026-01-30T16:31:07.754412,,,15.92,,PAUSE,2026-01-30T17:15:07.754412,2026-01-30T17:24:07.754412,,True,13:00,14:00,,[],TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-01-30T16:16:07.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-01-30T16:31:07.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-01-30T17:15:07.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-30T17:24:07.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-01-30T19:24:07.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-30T20:24:07.754412""}]"
158,TKT-00158,181,INC-202604-0181,24,Ghita BENMOUSSA,TECH-024,7,Meknès,MAJEUR,FERME,2026-04-16T21:43:08.754412,2026-04-16T21:44:08.754412,2026-04-17T00:24:08.754412,170,29.51,4.2,COMPLETE,2026-04-16T21:57:08.754412,2026-04-16T22:05:08.754412,2026-04-17T00:55:08.754412,True,13:00,14:00,,[],TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-04-16T21:43:08.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-04-16T21:44:08.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-04-16T21:57:08.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-16T22:05:08.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-04-17T00:05:08.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-04-17T01:05:08.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-04-17T00:55:08.754412""}]"
159,TKT-00159,182,INC-202605-0182,15,Bilal MRANI,TECH-015,9,Kenitra,MINEUR,EN_COURS,2026-05-07T08:07:31.754412,2026-05-07T08:20:31.754412,,,18.68,,EN_ROUTE,2026-05-07T08:48:31.754412,2026-05-07T08:56:31.754412,,True,13:00,14:00,,"[""Acces difficile (hauteur / espace confine)""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-05-07T08:07:31.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-05-07T08:20:31.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-05-07T08:48:31.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-07T08:56:31.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-05-07T10:56:31.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-05-07T11:56:31.754412""}]"
160,TKT-00160,183,INC-202603-0183,23,Adil REGRAGUI,TECH-023,9,Kenitra,MAJEUR,EN_COURS,2026-03-25T05:36:48.754412,2026-03-25T05:45:48.754412,,,28.72,,EN_ROUTE,2026-03-25T06:13:48.754412,2026-03-25T06:28:48.754412,,True,13:00,14:00,,"[""Dependance fournisseur externe""]",ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-03-25T05:36:48.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-03-25T05:45:48.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-03-25T06:13:48.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-25T06:28:48.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-03-25T08:28:48.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-03-25T09:28:48.754412""}]"
161,TKT-00161,184,INC-202602-0184,4,Amina CHRAIBI,TECH-004,8,Oujda,CRITIQUE,FERME,2026-02-18T11:33:20.754412,2026-02-18T11:45:20.754412,2026-02-18T22:27:20.754412,659,27.39,4.3,COMPLETE,2026-02-18T12:11:20.754412,2026-02-18T12:19:20.754412,2026-02-18T23:18:20.754412,True,13:00,14:00,,[],ADMIN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-02-18T11:33:20.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-02-18T11:45:20.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-02-18T12:11:20.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-18T12:19:20.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-02-18T14:19:20.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-18T15:19:20.754412""}, {""statut"": ""COMPLETE"", ""timestamp"": ""2026-02-18T23:18:20.754412""}]"
162,TKT-00162,185,INC-202601-0185,29,Reda DOUKKALI,TECH-029,9,Kenitra,MINEUR,EN_COURS,2026-01-28T17:38:20.754412,2026-01-28T17:50:20.754412,,,6.02,,EN_COURS,2026-01-28T18:12:20.754412,2026-01-28T18:20:20.754412,,True,13:00,14:00,,[],TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-01-28T17:38:20.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-01-28T17:50:20.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-01-28T18:12:20.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-28T18:20:20.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-01-28T20:20:20.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-01-28T21:20:20.754412""}]"
163,TKT-00163,186,INC-202602-0186,10,Sara LAHLOU,TECH-010,5,Tanger,MAJEUR,EN_COURS,2026-02-27T18:43:23.754412,2026-02-27T18:44:23.754412,,,10.25,,EN_COURS,2026-02-27T19:21:23.754412,2026-02-27T19:30:23.754412,,True,13:00,14:00,,"[""Acces difficile (hauteur / espace confine)""]",TECHNICIEN,"[{""statut"": ""ASSIGNE"", ""timestamp"": ""2026-02-27T18:43:23.754412""}, {""statut"": ""EN_ROUTE"", ""timestamp"": ""2026-02-27T18:44:23.754412""}, {""statut"": ""SUR_SITE"", ""timestamp"": ""2026-02-27T19:21:23.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-27T19:30:23.754412""}, {""statut"": ""PAUSE"", ""timestamp"": ""2026-02-27T21:30:23.754412""}, {""statut"": ""EN_COURS"", ""timestamp"": ""2026-02-27T22:30:23.754412""}]"
